x,y,val
-25.02336448598132,85.1636966131149,0
-24.60280373831776,85.1636966131149,0
-24.182242990654203,85.1636966131149,0
-23.761682242990645,85.1636966131149,0.008094318211078644
-23.341121495327116,85.1636966131149,0.02018142305314541
-22.920560747663558,85.1636966131149,0.03227737173438072
-22.5,85.1636966131149,0.0439942330121994
-22.079439252336442,85.1636966131149,0.0553424097597599
-21.658878504672913,85.1636966131149,0.06626902520656586
-21.238317757009355,85.1636966131149,0.07671581208705902
-20.817757009345797,85.1636966131149,0.07987290620803833
-20.39719626168224,85.1636966131149,0.07674051076173782
-19.97663551401868,85.1636966131149,0.06422799825668335
-19.556074766355152,85.1636966131149,0.05204034596681595
-19.135514018691595,85.1636966131149,0.04031647741794586
-18.714953271028037,85.1636966131149,0.029129652306437492
-18.29439252336448,85.1636966131149,0.018563825637102127
-17.87383177570095,85.1636966131149,214045.734375
-17.453271028037392,85.1636966131149,535355.75
-17.032710280373834,85.1636966131149,844873.6875
-16.612149532710276,85.1636966131149,1163214.5
-16.19158878504672,85.1636966131149,1491921.375
-15.77102803738319,85.1636966131149,1832869.75
-10.303738317757023,85.1636966131149,0
-9.883177570093466,85.1636966131149,0
-9.462616822429908,85.1636966131149,0
-9.04205607476635,85.1636966131149,20689.30078125
-8.62149532710282,85.1636966131149,57925.37109375
-8.200934579439263,85.1636966131149,98196.3125
-7.780373831775705,85.1636966131149,139175.015625
-7.359813084112147,85.1636966131149,181610.328125
-6.93925233644859,85.1636966131149,225798.484375
-6.51869158878506,85.1636966131149,272116.28125
-6.0981308411215025,85.1636966131149,321484.625
-5.677570093457945,85.1636966131149,362390.15625
-5.257009345794387,85.1636966131149,374052.375
-0.6308411214953367,85.1636966131149,0
-0.2102803738317789,85.1636966131149,0
0.2102803738317789,85.1636966131149,0.011168209835886955
0.6308411214953367,85.1636966131149,0.021461402997374535
1.051401869158866,85.1636966131149,0.031004179269075394
1.4719626168224238,85.1636966131149,0.039017513394355774
5.677570093457945,85.1636966131149,10246.095703125
6.0981308411215025,85.1636966131149,0
6.518691588785032,85.1636966131149,0
6.93925233644859,85.1636966131149,0.005582240875810385
7.359813084112147,85.1636966131149,0.012908920645713806
9.462616822429908,85.1636966131149,0.0684366300702095
9.883177570093466,85.1636966131149,0.08161052316427231
10.303738317756995,85.1636966131149,833504.1875
10.724299065420553,85.1636966131149,2645045.75
11.14485981308411,85.1636966131149,4062825.25
11.565420560747668,85.1636966131149,5535816.5
11.985981308411198,85.1636966131149,6848750
12.406542056074755,85.1636966131149,7982867
17.032710280373834,85.1636966131149,4002794
21.238317757009355,85.1636966131149,1452396.75
25.864485981308405,85.1636966131149,0.43275079131126404
26.285046728971963,85.1636966131149,0.4730945825576782
26.70560747663552,85.1636966131149,0.5160351395606995
27.12616822429905,85.1636966131149,317062
27.546728971962608,85.1636966131149,467959.21875
27.967289719626166,85.1636966131149,409684.90625
28.387850467289724,85.1636966131149,533515.8125
28.808411214953253,85.1636966131149,681985.125
29.22897196261681,85.1636966131149,831175.0625
30.911214953271013,85.1636966131149,1367404.125
31.33177570093457,85.1636966131149,1432108.625
31.75233644859813,85.1636966131149,1452031.5
